‰ñ“š_000001.pptx, Picture 1, 3.47216101752387, 4.01822776158651
‰ñ“š_000001.pptx, Picture 2, 3.95399987750583, 10.4195416514079
‰ñ“š_000001.pptx, Picture 3, 11.3268667602539, 5.85267247517904
‰ñ“š_000001.pptx, Picture 4, 3.47216101752387, 3.13805555635028E-02
‰ñ“š_000001.pptx, Picture 5, 11.3268667602539, 1.1437333477868
‰ñ“š_000002.pptx, Picture 1, 5.09493879530165, 12.123180126614
‰ñ“š_000002.pptx, Picture 2, 5.04202212863498, 8.31318066491021
‰ñ“š_000002.pptx, Picture 3, 2.41382768419054, 10.218180126614
‰ñ“š_000002.pptx, Picture 4, 5.29455570220947, 17.1763805135091
‰ñ“š_000002.pptx, Picture 5, 11.3268667602539, 1.1437333477868
‰ñ“š_000003.pptx, Picture 1, 5.09493879530165, 12.123180126614
‰ñ“š_000003.pptx, Picture 2, 5.04202212863498, 8.31318066491021
‰ñ“š_000003.pptx, Picture 3, 11.3268667602539, 6.2670695537991
‰ñ“š_000003.pptx, Picture 4, 6.4354943508572, 28.7878121609158
‰ñ“š_000003.pptx, Picture 5, 11.3268667602539, 1.1437333477868
